,location,size,total_sqft,bath,price
4319,Karuna Nagar,3,1945.0,3.0,115.0
4320,Karuna Nagar,3,1960.0,3.0,165.0
4321,Kasavanhalli,2,1060.0,2.0,58.06
4322,Kasavanhalli,3,1563.05,3.0,105.0
4323,Kasavanhalli,3,1717.0,3.0,99.0
4325,Kasavanhalli,4,3260.0,4.0,240.0
4326,Kasavanhalli,2,1349.0,2.0,78.0
4327,Kasavanhalli,2,1121.0,2.0,78.0
4328,Kasavanhalli,2,1100.0,2.0,50.0
4330,Kasavanhalli,2,1200.0,2.0,78.0
4333,Kasavanhalli,3,1476.0,3.0,89.0
4335,Kasavanhalli,2,1200.0,2.0,50.0
4336,Kasavanhalli,3,1719.0,3.0,116.0
4337,Kasavanhalli,2,1115.0,2.0,50.0
4338,Kasavanhalli,2,1125.0,2.0,61.2
4339,Kasavanhalli,3,2170.0,3.0,151.0
4342,Kasavanhalli,3,1476.0,3.0,95.0
4343,Kasavanhalli,2,1200.0,2.0,50.3
4345,Kasavanhalli,3,1787.0,3.0,123.0
4346,Kasavanhalli,2,1090.0,2.0,59.8
4347,Kasavanhalli,3,1691.0,3.0,104.0
4349,Kasavanhalli,3,2111.0,4.0,120.0
4351,Kasavanhalli,2,950.0,2.0,39.0
4356,Kasavanhalli,1,770.0,1.0,43.82
4357,Kasavanhalli,2,1147.0,2.0,60.0
4358,Kasavanhalli,2,1375.0,2.0,72.0
4360,Kasavanhalli,2,1200.0,2.0,60.0
4361,Kasavanhalli,4,4260.0,4.0,333.0
4362,Kasavanhalli,2,1495.0,2.0,83.0
4363,Kasavanhalli,2,5000.0,2.0,400.0
4364,Kasavanhalli,4,4000.0,4.0,325.0
4366,Kasavanhalli,3,1917.0,3.0,132.0
4367,Kasavanhalli,2,1375.0,2.0,78.0
4368,Kasavanhalli,4,4408.0,4.0,344.0
4369,Kasavanhalli,2,1309.0,2.0,95.0
4370,Kasavanhalli,3,1476.0,3.0,105.0
4371,Kasavanhalli,2,1158.0,2.0,67.0
4372,Kasavanhalli,2,1214.0,2.0,67.0
4373,Kasavanhalli,3,2110.0,4.0,120.0
4374,Kasavanhalli,2,1495.0,2.0,110.0
4375,Kasavanhalli,2,1575.0,2.0,85.0
4376,Kasavanhalli,2,1069.0,2.0,55.0
4377,Kasavanhalli,2,1100.0,2.0,68.0
4378,Kasavanhalli,3,1715.0,3.0,112.0
4379,Kasavanhalli,2,1100.0,2.0,65.0
4380,Kasavanhalli,2,1230.0,2.0,66.25
4381,Kasavanhalli,3,1819.0,3.0,150.0
4384,Kasavanhalli,2,1585.0,2.0,90.0
4385,Kasavanhalli,2,1245.0,2.0,80.0
4386,Kasavanhalli,3,2035.0,3.0,142.0
4387,Kasavanhalli,3,1747.0,3.0,110.0
4388,Kasavanhalli,2,1377.0,2.0,80.0
4389,Kasavanhalli,2,1181.0,2.0,61.0
4390,Kasavanhalli,2,1121.0,2.0,75.0
4391,Kasturi Nagar,3,1925.0,3.0,125.0
4392,Kasturi Nagar,2,1567.0,2.0,92.0
4395,Kasturi Nagar,2,1080.0,2.0,80.0
4396,Kasturi Nagar,2,1101.0,2.0,65.0
4398,Kasturi Nagar,4,1896.0,3.0,125.0
4399,Kasturi Nagar,2,1100.0,2.0,58.0
4400,Kasturi Nagar,3,1570.0,3.0,110.0
4401,Kasturi Nagar,2,1000.0,2.0,58.0
4402,Kasturi Nagar,2,1101.0,2.0,66.0
4403,Kasturi Nagar,4,2507.0,4.0,155.0
4404,Kathriguppe,3,1400.0,2.0,77.0
4405,Kathriguppe,3,1250.0,2.0,68.75
4406,Kathriguppe,3,1245.0,2.0,68.48
4407,Kathriguppe,3,1350.0,2.0,87.01
4408,Kathriguppe,3,1350.0,2.0,80.99
4409,Kathriguppe,3,1365.0,2.0,75.08
4410,Kathriguppe,3,1300.0,3.0,77.99
4411,Kathriguppe,3,1350.0,2.0,80.99
4412,Kathriguppe,3,1390.0,2.0,76.45
4413,Kathriguppe,3,1350.0,3.0,78.3
4414,Kathriguppe,3,1250.0,2.0,68.75
4415,Kathriguppe,3,1300.0,3.0,77.99
4416,Kathriguppe,3,1335.0,2.0,73.43
4417,Kathriguppe,3,1300.0,3.0,77.99
4418,Kathriguppe,3,1300.0,3.0,77.99
4419,Kathriguppe,3,1335.0,2.0,73.43
4420,Kathriguppe,3,1350.0,3.0,80.99
4421,Kathriguppe,2,1250.0,2.0,68.75
4422,Kathriguppe,3,1350.0,3.0,80.99
4423,Kaval Byrasandra,2,1200.0,2.0,52.0
4424,Kaval Byrasandra,2,1020.0,2.0,52.0
4425,Kaval Byrasandra,2,1200.0,2.0,49.5
4426,Kaval Byrasandra,2,945.0,2.0,50.0
4427,Kaval Byrasandra,2,1060.0,2.0,45.0
4428,Kaval Byrasandra,2,1100.0,2.0,46.0
4429,Kaval Byrasandra,2,1185.0,2.0,49.0
4430,Kaval Byrasandra,2,997.0,2.0,53.0
4431,Kaval Byrasandra,2,1060.0,2.0,42.0
4432,Kaval Byrasandra,1,480.0,1.0,25.0
4433,Kaval Byrasandra,2,1125.0,2.0,41.5
4434,Kaval Byrasandra,2,1180.0,2.0,60.0
4435,Kaval Byrasandra,3,1450.0,3.0,75.0
4436,Kaval Byrasandra,2,1066.0,2.0,55.0
4437,Kaval Byrasandra,2,1025.0,2.0,60.0
4438,Kaval Byrasandra,3,1400.0,3.0,75.0
4439,Kenchenahalli,2,1015.0,2.0,58.0
4440,Kenchenahalli,1,715.0,1.0,45.0
4441,Kenchenahalli,2,1150.0,2.0,58.0
4442,Kenchenahalli,3,1280.0,2.0,69.0
4444,Kenchenahalli,2,870.0,1.0,45.0
4445,Kenchenahalli,2,1150.0,2.0,60.0
4446,Kenchenahalli,1,700.0,1.0,35.0
4447,Kenchenahalli,2,1060.0,2.0,52.0
4448,Kenchenahalli,2,1150.0,2.0,57.0
4449,Kenchenahalli,3,1720.0,3.0,100.0
4450,Kenchenahalli,2,1015.0,2.0,60.0
4452,Kengeri,2,750.0,2.0,38.0
4454,Kengeri,2,1197.0,2.0,50.0
4455,Kengeri,2,1200.0,2.0,58.0
4457,Kengeri,2,726.0,2.0,31.0
4459,Kengeri,2,1025.0,2.0,57.0
4464,Kengeri,2,750.0,2.0,36.0
4465,Kengeri,2,963.0,2.0,40.0
4467,Kengeri,2,726.0,2.0,35.0
4468,Kengeri,1,416.0,1.0,19.5
4469,Kengeri,2,900.0,2.0,45.0
4472,Kengeri,1,502.0,1.0,25.0
4474,Kengeri,3,1200.0,3.0,67.0
4475,Kengeri,2,725.0,2.0,30.0
4476,Kengeri,1,500.0,1.0,17.0
4477,Kengeri,1,540.0,1.0,22.5
4478,Kengeri,2,750.0,2.0,35.5
4481,Kengeri,2,1200.0,2.0,58.0
4484,Kengeri,2,750.0,2.0,36.5
4486,Kengeri,1,416.0,1.0,18.0
4488,Kengeri,2,883.0,2.0,49.0
4489,Kengeri,2,1052.0,2.0,51.0
4490,Kengeri,2,1220.0,2.0,63.0
4491,Kengeri,1,1150.0,1.0,52.0
4492,Kengeri,2,1192.0,2.0,53.5
4494,Kengeri,2,750.0,2.0,40.0
4495,Kengeri,2,1035.0,2.0,51.5
4496,Kengeri,8,3000.0,5.0,130.0
4497,Kengeri,1,410.0,1.0,15.0
4498,Kengeri,1,416.0,1.0,17.19
4501,Kengeri,5,2500.0,4.0,100.0
4502,Kengeri,1,550.0,1.0,16.75
4503,Kengeri Satellite Town,2,890.0,2.0,35.0
4504,Kengeri Satellite Town,2,883.0,2.0,45.0
4505,Kengeri Satellite Town,3,1415.0,2.0,66.0
4506,Kengeri Satellite Town,1,930.0,1.0,30.0
4507,Kengeri Satellite Town,3,1635.0,2.0,78.0
4508,Kengeri Satellite Town,2,1050.0,2.0,43.0
4509,Kengeri Satellite Town,2,1007.0,2.0,42.0
4510,Kengeri Satellite Town,2,635.0,1.0,22.0
4511,Kengeri Satellite Town,2,818.0,2.0,26.0
4512,Kengeri Satellite Town,2,1030.0,2.0,50.0
4513,Kengeri Satellite Town,2,1200.0,2.0,65.0
4514,Kengeri Satellite Town,2,795.0,2.0,32.0
4515,Kengeri Satellite Town,2,1302.5,2.0,44.285
4516,Kengeri Satellite Town,2,800.0,2.0,40.0
4517,Kengeri Satellite Town,1,654.0,1.0,22.0
4518,Kengeri Satellite Town,2,1060.0,2.0,42.0
4519,Kengeri Satellite Town,2,750.0,2.0,33.0
4520,Kengeri Satellite Town,2,920.0,2.0,39.0
4521,Kengeri Satellite Town,2,985.0,2.0,42.0
4522,Kengeri Satellite Town,1,410.0,1.0,15.0
4523,Kengeri Satellite Town,2,1120.0,2.0,49.0
4525,Kengeri Satellite Town,2,1110.0,2.0,43.0
4526,Kengeri Satellite Town,2,1170.0,2.0,50.0
4527,Kengeri Satellite Town,2,777.4,2.0,25.0
4528,Kengeri Satellite Town,2,800.0,2.0,32.0
4529,Kereguddadahalli,2,950.0,2.0,32.0
4530,Kereguddadahalli,3,1400.0,2.0,48.0
4531,Kereguddadahalli,2,800.0,2.0,28.0
4532,Kereguddadahalli,2,904.0,2.0,30.0
4534,Kereguddadahalli,2,1000.0,2.0,30.0
4535,Kereguddadahalli,3,1240.0,3.0,41.0
4536,Kereguddadahalli,1,600.0,1.0,19.5
4537,Kereguddadahalli,2,1080.0,2.0,32.0
4538,Kereguddadahalli,2,1000.0,2.0,34.0
4541,Kereguddadahalli,2,1015.0,2.0,35.0
4542,Kodichikkanahalli,3,1190.0,2.0,57.0
4543,Kodichikkanahalli,2,995.0,2.0,41.0
4544,Kodichikkanahalli,5,2700.0,7.0,125.0
4545,Kodichikkanahalli,3,1495.0,2.0,75.0
4546,Kodichikkanahalli,2,1125.0,2.0,52.0
4547,Kodichikkanahalli,2,1150.0,2.0,48.0
4548,Kodichikkanahalli,2,1070.0,2.0,43.0
4549,Kodichikkanahalli,3,1620.0,2.0,85.0
4551,Kodichikkanahalli,2,1026.0,2.0,45.0
4552,Kodichikkanahalli,5,2500.0,7.0,125.0
4553,Kodichikkanahalli,1,450.0,1.0,18.0
4554,Kodichikkanahalli,2,907.0,2.0,38.5
4555,Kodichikkanahalli,2,1181.0,2.0,57.0
4556,Kodichikkanahalli,2,900.0,2.0,42.0
4558,Kodichikkanahalli,3,1400.0,3.0,66.0
4559,Kodichikkanahalli,2,976.0,2.0,50.0
4560,Kodichikkanahalli,5,2700.0,4.0,125.0
4561,Kodichikkanahalli,2,1299.0,2.0,58.0
4562,Kodigehaali,2,1166.0,2.0,55.0
4563,Kodigehaali,3,1320.0,3.0,65.0
4564,Kodigehaali,2,1117.0,2.0,56.0
4565,Kodigehaali,2,1200.0,2.0,55.0
4566,Kodigehaali,2,1200.0,2.0,60.0
4567,Kodigehaali,3,2120.0,3.0,177.0
4568,Kodigehaali,2,1013.0,2.0,51.0
4569,Kodigehaali,3,1324.0,3.0,65.0
4570,Kodigehaali,2,965.0,2.0,38.0
4571,Kodigehaali,2,866.0,2.0,32.0
4572,Kodigehaali,3,1442.0,3.0,80.0
4573,Kodigehalli,2,1270.0,2.0,98.0
4574,Kodigehalli,2,1200.0,2.0,48.0
4575,Kodigehalli,1,655.0,1.0,53.0
4576,Kodigehalli,3,1820.0,3.0,150.0
4577,Kodigehalli,2,635.0,1.0,28.0
4578,Kodigehalli,3,1200.0,4.0,156.0
4579,Kodihalli,4,3252.0,5.0,335.0
4580,Kodihalli,3,2700.0,4.0,270.0
4581,Kodihalli,3,2392.0,4.0,260.0
4582,Kodihalli,3,2408.0,4.0,260.0
4583,Kodihalli,3,2500.0,4.0,260.0
4584,Kodihalli,3,1620.0,3.0,130.0
4585,Kodihalli,4,3260.0,5.0,388.0
4586,Kodihalli,4,3197.0,5.0,335.0
4587,Kodihalli,2,1490.0,2.0,150.0
4588,Kogilu,3,1909.0,3.0,88.0
4590,Kogilu,2,1170.0,2.0,51.99
4591,Kogilu,2,650.0,2.0,28.0
4592,Kogilu,2,1140.0,2.0,50.66
4593,Kogilu,2,1200.0,2.0,53.33
4594,Kogilu,3,1934.0,3.0,150.0
4595,Kogilu,1,540.0,1.0,36.0
4596,Kogilu,3,1559.0,3.0,127.0
4597,Kogilu,2,1190.0,2.0,50.66
4598,Kogilu,2,1140.0,2.0,50.66
4599,Kogilu,3,1559.0,3.0,120.0
4600,Kogilu,1,700.0,1.0,30.84
4601,Kogilu,2,1250.0,2.0,55.55
4602,Kogilu,2,1200.0,2.0,53.33
4603,Kogilu,2,952.0,2.0,49.0
4604,Kogilu,1,700.0,1.0,30.84
4605,Kogilu,2,1250.0,2.0,55.55
4606,Kogilu,7,2456.0,7.0,85.0
4607,Kogilu,2,1140.0,2.0,50.66
4608,Kogilu,2,1140.0,2.0,50.66
4609,Konanakunte,3,2791.0,3.0,223.0
4610,Konanakunte,2,884.0,1.0,58.0
4611,Konanakunte,4,1200.0,4.0,125.0
4612,Konanakunte,4,1200.0,2.0,130.0
4613,Konanakunte,3,2400.0,2.0,180.0
4614,Konanakunte,4,3746.0,6.0,375.0
4615,Konanakunte,3,1423.0,2.0,85.0
4616,Koramangala,2,1320.0,2.0,165.0
4617,Koramangala,2,1253.0,2.0,102.0
4618,Koramangala,3,1580.0,3.0,160.0
4620,Koramangala,4,3500.0,5.0,425.0
4621,Koramangala,2,1005.0,1.0,110.0
4622,Koramangala,3,2292.0,4.0,275.0
4624,Koramangala,2,1290.0,2.0,100.0
4625,Koramangala,2,1300.0,2.0,110.0
4627,Koramangala,2,1325.0,2.0,119.0
4628,Koramangala,2,1140.0,2.0,75.2
4629,Koramangala,2,1260.0,2.0,100.0
4630,Koramangala,3,1975.0,3.0,210.0
4631,Koramangala,2,1900.0,2.0,200.0
4633,Koramangala,3,2292.0,3.0,286.0
4634,Koramangala,3,2300.0,3.0,290.0
4637,Koramangala,4,2503.0,6.0,325.0
4639,Koramangala,2,1320.0,2.0,150.0
4640,Koramangala,2,1320.0,2.0,110.0
4641,Koramangala,4,5985.0,4.0,775.0
4642,Koramangala,4,2461.0,6.0,353.0
4644,Koramangala,3,2246.0,3.0,300.0
4647,Koramangala,2,1083.0,2.0,100.0
4648,Koramangala,3,1744.0,3.0,200.0
4649,Koramangala,2,1180.0,2.0,128.0
4650,Koramangala,2,1320.0,2.0,160.0
4651,Koramangala,2,1370.0,2.0,125.0
4652,Koramangala,2,1100.0,2.0,85.0
4653,Koramangala,2,1249.0,2.0,165.0
4654,Koramangala,2,1200.0,2.0,100.0
4656,Koramangala,3,2223.0,3.0,300.0
4657,Koramangala,3,1744.0,4.0,210.0
4658,Koramangala,3,1866.0,4.0,245.0
4659,Koramangala,2,1320.0,2.0,160.0
4660,Koramangala,2,1350.0,2.0,103.0
4663,Koramangala,2,1320.0,2.0,160.0
4664,Koramangala,3,1710.0,3.0,210.0
4665,Koramangala,2,1355.0,2.0,95.0
4666,Koramangala,3,1600.0,3.0,170.0
4667,Koramangala,2,1260.0,2.0,100.0
4670,Kothannur,2,1206.0,2.0,48.23
4672,Kothannur,2,1100.0,2.0,40.0
4673,Kothannur,2,1197.0,2.0,47.88
4674,Kothannur,2,1197.0,2.0,47.8
4675,Kothannur,2,1070.0,2.0,42.79
4678,Kothannur,2,1070.0,2.0,38.6
4679,Kothannur,3,1485.0,2.0,59.4
4680,Kothannur,3,1215.0,2.0,48.6
4681,Kothannur,3,1404.0,2.0,56.15
4682,Kothanur,2,1200.0,2.0,51.0
4683,Kothanur,3,2400.0,2.0,150.0
4684,Kothanur,3,1828.0,3.0,110.0
4685,Kothanur,2,1186.0,2.0,58.0
4687,Kothanur,3,1847.0,3.0,105.0
4689,Kothanur,5,9600.0,5.0,550.0
4690,Kothanur,3,1435.0,3.0,70.0
4691,Kothanur,2,1187.0,2.0,58.0
4692,Kothanur,3,1847.0,3.0,110.0
4693,Kothanur,3,1460.0,3.0,71.0
4694,Kothanur,2,1185.0,2.0,59.0
4695,Kothanur,3,1436.0,3.0,70.0
4696,Kothanur,3,1462.0,3.0,71.0
4697,Kothanur,3,1790.0,3.0,105.0
4699,Kothanur,2,1070.0,2.0,45.5
4701,Kothanur,2,1145.0,2.0,56.0
4702,Kothanur,4,3401.0,5.0,230.0
4703,Kothanur,2,1455.0,2.0,69.0
4704,Kothanur,1,627.0,1.0,30.0
4705,Kothanur,2,1302.0,2.0,68.5
4706,Kothanur,3,1760.0,3.0,111.0
4707,Kothanur,2,1185.0,2.0,58.0
4708,Kothanur,1,1500.0,1.0,75.0
4709,Kothanur,2,1075.0,2.0,53.0
4710,Kothanur,3,1790.0,3.0,97.0
4711,Kothanur,4,2700.0,4.0,175.0
4712,Kothanur,3,1786.0,2.0,106.0
4713,Kothanur,3,1787.0,3.0,107.0
4714,Kothanur,2,1141.0,2.0,54.0
4715,Kothanur,3,1760.0,3.0,110.0
4717,Kothanur,2,1160.0,2.0,57.0
4718,Kothanur,2,1095.0,2.0,55.0
4719,Kothanur,2,1142.0,2.0,56.0
4720,Kothanur,2,1074.0,2.0,54.0
4721,Kothanur,2,1285.0,2.0,60.0
4722,Kothanur,2,1075.0,2.0,53.0
4723,Kothanur,2,1140.0,2.0,56.0
4724,Kothanur,2,1400.0,2.0,70.0
4727,Kothanur,2,1140.0,2.0,56.0
4728,Kothanur,3,1787.0,3.0,120.0
4729,Kothanur,2,1185.0,2.0,59.0
4731,Kothanur,3,1790.0,3.0,105.0
4732,Kothanur,2,1130.0,2.0,55.0
4733,Kothanur,2,1094.0,2.0,54.0
4734,Kothanur,3,1170.0,3.0,80.0
4735,Kothanur,2,1400.0,2.0,65.0
4736,Kothanur,2,1195.0,2.0,59.0
4737,Kothanur,3,1790.0,3.0,120.0
4738,Kothanur,3,1454.0,3.0,71.5
4739,Kudlu,2,1152.0,2.0,53.5
4740,Kudlu,2,1027.0,2.0,43.0
4741,Kudlu,2,1092.0,2.0,44.0
4742,Kudlu,2,1027.0,2.0,43.0
4743,Kudlu,2,1092.0,2.0,44.0
4744,Kudlu,2,1143.0,2.0,55.0
4746,Kudlu,2,1024.0,2.0,44.0
4748,Kudlu,3,1600.0,3.0,79.0
4749,Kudlu,2,1027.0,2.0,42.0
4750,Kudlu,2,1076.0,2.0,50.0
4751,Kudlu,2,1027.0,2.0,44.0
4752,Kudlu,2,1084.0,2.0,53.0
4753,Kudlu,2,1300.0,2.0,56.0
4754,Kudlu,2,1027.0,2.0,44.0
4755,Kudlu,3,1245.0,2.0,60.0
4756,Kudlu,2,1027.0,2.0,44.0
4757,Kudlu,2,1110.0,2.0,46.0
4758,Kudlu,4,2100.0,3.0,114.0
4759,Kudlu,2,1027.0,2.0,44.0
4760,Kudlu,1,720.0,1.0,33.0
4761,Kudlu,2,1027.0,2.0,44.0
4762,Kudlu,2,1162.0,2.0,52.0
4763,Kudlu,2,1041.0,2.0,53.0
4764,Kudlu Gate,3,1535.0,3.0,83.0
4765,Kudlu Gate,3,1535.0,3.0,85.0
4767,Kudlu Gate,3,1535.0,3.0,86.0
4768,Kudlu Gate,3,1564.0,2.0,92.0
4770,Kudlu Gate,2,1238.0,2.0,55.0
4771,Kudlu Gate,3,1707.0,2.0,99.745
4772,Kudlu Gate,3,1335.0,3.0,89.0
4773,Kudlu Gate,1,703.0,1.0,52.0
4774,Kudlu Gate,3,1535.0,3.0,86.0
4775,Kudlu Gate,3,1532.0,3.0,83.0
4776,Kudlu Gate,2,1113.0,2.0,50.0
4778,Kudlu Gate,2,1185.0,2.0,50.0
4782,Kudlu Gate,2,1215.0,2.0,45.0
4783,Kudlu Gate,2,812.0,2.0,38.25
4784,Kudlu Gate,2,1547.0,2.0,103.0
4785,Kudlu Gate,2,1336.0,2.0,86.0
4786,Kudlu Gate,3,1919.0,3.0,121.0
4787,Kudlu Gate,2,1464.0,3.0,56.0
4788,Kudlu Gate,3,1535.0,3.0,85.0
4789,Kudlu Gate,3,1850.0,3.0,120.0
4790,Kudlu Gate,2,940.0,2.0,69.57
4791,Kudlu Gate,2,1215.0,2.0,44.96
4792,Kudlu Gate,2,1164.0,2.0,75.0
4794,Kudlu Gate,2,1183.0,2.0,79.54
4795,Kudlu Gate,3,1850.0,3.0,110.0
4797,Kudlu Gate,2,1183.0,2.0,79.54
4798,Kudlu Gate,2,1200.0,2.0,44.4
4800,Kudlu Gate,2,1310.0,2.0,53.0
4801,Kumaraswami Layout,4,2000.0,4.0,139.0
4802,Kumaraswami Layout,2,1000.0,2.0,48.5
4803,Kumaraswami Layout,2,1000.0,2.0,58.0
4804,Kumaraswami Layout,7,2400.0,7.0,125.0
4805,Kumaraswami Layout,3,2400.0,2.0,125.0
4806,Kumaraswami Layout,3,1310.0,2.0,70.0
4807,Kumaraswami Layout,1,850.0,1.0,78.0
4808,Kumaraswami Layout,7,3200.0,7.0,150.0
4809,Kumaraswami Layout,3,1310.0,2.0,85.0
4810,Kumaraswami Layout,4,2450.0,3.0,110.0
4811,Kumaraswami Layout,7,3100.0,7.0,145.0
4812,Kumaraswami Layout,3,1200.0,3.0,75.0
4813,Kumaraswami Layout,2,1081.0,2.0,60.0
4814,Kundalahalli,3,1724.0,3.0,125.0
4815,Kundalahalli,2,1030.0,2.0,49.0
4816,Kundalahalli,2,735.0,2.0,57.99
4817,Kundalahalli,2,1047.0,2.0,82.0
4818,Kundalahalli,3,1397.0,3.0,105.0
4819,Kundalahalli,3,1724.0,3.0,127.0
4820,Kundalahalli,2,1010.0,2.0,49.27
4821,Kundalahalli,3,1397.0,3.0,110.0
4822,Kundalahalli,3,1397.0,3.0,104.0
4823,Kundalahalli,3,1397.0,3.0,108.0
4824,Kundalahalli,3,1920.0,3.0,150.0
4825,Kundalahalli,3,1397.0,3.0,105.0
4827,Kundalahalli,3,1724.0,3.0,124.0
4828,Kundalahalli,2,1047.0,2.0,84.0
4829,Kundalahalli,2,1047.0,2.0,83.0
4830,Kundalahalli,4,7000.0,4.0,550.0
4832,Kundalahalli,2,1120.0,2.0,53.76
4833,Kundalahalli,2,1047.0,2.0,82.62
4834,Kundalahalli,2,1047.0,2.0,91.0
4835,Kundalahalli,3,1724.0,3.0,146.0
4836,Kundalahalli,3,1600.0,3.0,170.0
4838,Kundalahalli,3,1724.0,3.0,125.0
4839,Kundalahalli,2,1010.0,2.0,48.27
4840,Kundalahalli,2,1047.0,2.0,89.0
4841,Kundalahalli,4,2500.0,5.0,245.0
4842,Kundalahalli,3,1397.0,3.0,105.0
4844,Kundalahalli,2,1047.0,2.0,72.0
4845,Kundalahalli,2,1260.0,2.0,58.0
4847,Kundalahalli,2,1065.0,2.0,70.0
4848,Kundalahalli,3,1724.0,3.0,146.0
4849,Kundalahalli,2,1047.0,2.0,91.0
4850,Kundalahalli,3,1724.0,3.0,128.0
4851,Kundalahalli,2,1315.0,2.0,74.0
4852,Kundalahalli,3,2100.0,3.0,150.0
4853,Kundalahalli,3,1724.0,3.0,125.0
4854,Kundalahalli,3,1724.0,3.0,140.0
4855,Kundalahalli,2,1175.0,2.0,65.0
4857,LB Shastri Nagar,2,1043.0,2.0,55.0
4858,LB Shastri Nagar,2,1184.0,2.0,69.0
4859,LB Shastri Nagar,1,665.0,1.0,32.0
4860,LB Shastri Nagar,2,1250.0,2.0,48.5
4861,LB Shastri Nagar,3,1400.0,2.0,80.0
4862,LB Shastri Nagar,2,1184.0,2.0,62.0
4863,LB Shastri Nagar,2,1200.0,2.0,47.0
4864,LB Shastri Nagar,2,1200.0,2.0,75.0
4865,LB Shastri Nagar,2,1000.0,2.0,49.5
4866,Laggere,5,2800.0,5.0,125.0
4867,Laggere,3,1200.0,3.0,130.0
4868,Laggere,1,1200.0,1.0,125.0
4869,Laggere,2,1200.0,2.0,75.0
4870,Laggere,1,620.0,2.0,48.0
4871,Lakshminarayana Pura,2,1185.0,2.0,75.0
4872,Lakshminarayana Pura,3,1600.0,2.0,108.0
4873,Lakshminarayana Pura,2,1180.0,2.0,75.0
4874,Lakshminarayana Pura,2,1172.0,2.0,82.0
4875,Lakshminarayana Pura,2,1179.0,2.0,75.0
4876,Lakshminarayana Pura,2,1149.0,2.0,75.0
4877,Lakshminarayana Pura,2,1336.0,2.0,100.0
4878,Lakshminarayana Pura,2,1175.0,2.0,75.0
4879,Lakshminarayana Pura,2,1190.0,2.0,75.0
4880,Lakshminarayana Pura,2,1200.0,2.0,75.0
4881,Lakshminarayana Pura,2,1200.0,2.0,75.0
4882,Lakshminarayana Pura,2,1165.0,2.0,75.0
4883,Lakshminarayana Pura,2,1145.0,2.0,75.0
4884,Lakshminarayana Pura,3,1500.0,3.0,104.0
4885,Lakshminarayana Pura,2,1210.0,2.0,75.0
4886,Lakshminarayana Pura,2,1169.0,2.0,75.0
4887,Lakshminarayana Pura,2,1200.0,2.0,75.0
4888,Lakshminarayana Pura,2,1172.0,2.0,75.0
4889,Lakshminarayana Pura,2,1172.0,2.0,75.0
4890,Lakshminarayana Pura,2,1180.0,2.0,75.0
4891,Lakshminarayana Pura,2,1200.0,2.0,83.0
4892,Lakshminarayana Pura,2,1200.0,2.0,80.0
4893,Lakshminarayana Pura,2,1195.0,2.0,75.0
4894,Lakshminarayana Pura,2,1200.0,2.0,80.0
4895,Lingadheeranahalli,3,1521.0,3.0,95.0
4896,Lingadheeranahalli,3,1511.0,3.0,95.0
4897,Lingadheeranahalli,3,1683.0,3.0,109.0
4898,Lingadheeranahalli,3,1519.0,3.0,93.0
4899,Lingadheeranahalli,3,1521.0,3.0,94.99
4900,Lingadheeranahalli,3,1682.0,3.0,120.0
4901,Lingadheeranahalli,3,1521.0,3.0,94.71
4902,Lingadheeranahalli,3,1893.0,3.0,130.0
4903,Lingadheeranahalli,3,1705.0,3.0,110.0
4904,Lingadheeranahalli,4,2245.0,4.0,154.0
4905,Lingadheeranahalli,3,1682.0,3.0,113.0
4906,Lingadheeranahalli,3,1682.0,3.0,114.0
4907,Lingadheeranahalli,3,1506.0,3.0,95.0
4908,Lingadheeranahalli,3,1683.0,3.0,110.0
4909,Lingadheeranahalli,3,1684.0,3.0,120.0
4910,Lingadheeranahalli,4,2236.0,4.0,153.0
4911,Lingadheeranahalli,3,1894.0,4.0,114.0
4912,Lingadheeranahalli,4,2240.0,4.0,160.0
4913,Magadi Road,6,3600.0,6.0,141.0
4914,Magadi Road,2,1116.0,2.0,50.0
4916,Magadi Road,2,884.0,2.0,41.1
4917,Magadi Road,2,1005.0,2.0,55.78
4918,Magadi Road,2,1000.0,2.0,46.5
4919,Magadi Road,4,1500.0,2.0,93.0
4921,Magadi Road,2,1345.0,2.0,55.0
4923,Magadi Road,5,5000.0,6.0,360.0
4924,Magadi Road,2,1116.0,2.0,51.89
4925,Magadi Road,3,1052.0,2.0,60.0
4926,Magadi Road,2,940.0,2.0,50.0
4927,Magadi Road,3,1318.0,2.0,68.0
4929,Magadi Road,2,884.0,2.0,48.0
4931,Mahadevpura,2,1150.0,2.0,52.0
4932,Mahadevpura,2,1250.0,2.0,52.0
4933,Mahadevpura,2,1260.0,2.0,57.6
4934,Mahadevpura,1,730.0,1.0,35.0
4935,Mahadevpura,3,1434.0,2.0,67.39
4936,Mahadevpura,2,1146.0,2.0,53.8
4937,Mahadevpura,2,1532.0,2.0,62.0
4938,Mahadevpura,3,1620.0,2.0,76.0
4939,Mahadevpura,2,1136.0,2.0,64.5
4940,Mahadevpura,3,1400.0,2.0,65.8
4941,Mahadevpura,2,1137.0,2.0,53.4
4942,Mahadevpura,3,1601.0,3.0,95.0
4943,Mahadevpura,3,1450.0,3.0,75.0
4944,Mahadevpura,2,1152.0,2.0,54.0
4945,Mahadevpura,2,1212.0,2.0,56.9
4947,Mahadevpura,3,1505.0,3.0,78.0
4948,Mahadevpura,3,1500.0,2.0,70.0
4949,Mahadevpura,2,1236.0,2.0,58.0
4950,Mahadevpura,2,1236.0,2.0,58.0
4951,Mahadevpura,2,1120.0,2.0,53.0
